title,published_dt,sources,sections,urls
"Kentucky health system to shut down insurance arm, lay off 34 employees",2017-11-03T19:23:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/kentucky-health-system-to-shut-down-insurance-arm-lay-off-34-employees
"Aetna, WellCare see profits climb in Q3; Horizon BCBS increases value-based payments by 43% & more — 10 payer key notes",2017-11-02T22:36:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aetna-wellcare-see-profits-climb-in-q3-horizon-bcbs-increases-value-based-payments-by-43-more-9-payer-key-notes
UnitedHealthcare to lay off 381 in Phoenix,2017-11-02T22:33:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealthcare-to-lay-off-381-in-phoenix
Cigna's net income climbs 24% in Q3: 4 things to know,2017-11-02T22:23:49-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-s-net-income-climbs-24-in-q3-4-things-to-know
"'An Optum wannabe': Experts say UnitedHealth, more than Amazon, is fueling CVS-Aetna deal",2017-11-02T14:54:47-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/an-optum-wannabe-experts-say-unitedhealth-more-than-amazon-is-fueling-cvs-aetna-deal
Hartford HealthCare loses lawsuit claiming Anthem forced 'catastrophically' low rates,2017-11-02T14:00:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hartford-healthcare-loses-lawsuit-claiming-anthem-forced-catastrophically-low-rates
Carle COO to serve as Health Alliance chief administrative officer: 3 points,2017-11-01T22:13:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/carle-coo-to-serve-as-health-alliance-chief-administrative-officer-3-points
4 Oklahoma hospitals allege BCBS breached contract,2017-11-01T22:10:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/4-oklahoma-hospitals-allege-bcbs-breached-contract
"Open enrollment to see up to 13% decrease in signups this year, S&P says",2017-10-31T21:35:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/open-enrollment-to-see-up-to-13-decrease-in-signups-this-year-s-p-says
WellCare more than doubles net income in Q3,2017-10-31T16:32:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/wellcare-more-than-doubles-net-income-in-q3
"17 payer-provider disputes, resolutions in October",2017-10-31T16:26:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/17-payer-provider-disputes-resolutions-in-october
Aetna's profits rise 39% despite revenue shortfall,2017-10-31T14:18:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aetna-s-profits-rise-39-despite-revenue-shortfall
ACA's open enrollment begins Nov. 1: 5 things to know,2017-10-30T18:42:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aca-s-open-enrollment-period-begins-nov-1-4-things-to-know
CMS proposes ACA benefit changes for 2019: 7 things to know,2017-10-30T15:44:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-proposes-aca-benefit-changes-for-2019-7-things-to-know
What's looming behind the proposed CVS Health-Aetna deal,2017-10-27T21:40:09-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/what-s-looming-behind-proposed-cvs-health-aetna-deal
Health Partners Plans names Geralynn Boone VP of Medicare clinical operations: 5 takeaways,2017-10-27T21:02:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/health-partners-plans-names-geralynn-boone-vp-of-medicare-clinical-operations-5-takeaways
Horizon BCBS increases value-based payments by 43% to $95M,2017-10-27T14:06:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/horizon-bcbs-increases-value-based-payments-by-43-to-95m
6 section 1332 waiver actions under Trump,2017-10-26T22:03:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/6-section-1332-waivers-actions-under-trump
"14.6M uninsured Americans eligible for Medicaid, subsidized marketplace plan",2017-10-26T21:55:07-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/14-6m-uninsured-americans-eligible-for-medicaid-subsidized-marketplace-plan
CMS approves Minnesota's 1332 waiver,2017-10-26T21:48:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-approves-minnesota-s-1332-waiver
"Kaiser, Piedmont contract for in-network services through 2021",2017-10-26T21:41:52-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/kaiser-piedmont-contract-for-in-network-services-through-2021
CVS Health proposes to buy Aetna for $66B: 4 things to know,2017-10-26T20:42:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cvs-health-proposes-to-buy-aetna-for-66b-3-things-to-know
"Silver plan premiums up 34%, study finds",2017-10-26T17:46:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/silver-plan-premiums-up-34-study-finds
"Anthem's net income climbs 21%, Aetna launches Medicare plan with U of Virginia Health & more — 7 payer key notes",2017-10-26T17:04:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-s-net-income-climbs-21-aetna-launches-medicare-plan-with-u-of-virginia-health-more-7-payer-key-notes
Popular ACA plans see premiums jump 34% on average amid market uncertainty,2017-10-26T16:52:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/popular-aca-plans-see-premiums-jump-34-on-average-due-to-market-uncertainty
Anthem to pick up another Florida Medicare Advantage plan,2017-10-25T22:08:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-picks-up-another-florida-medicare-advantage-plan
"U of Virginia Health System, Aetna launch co-branded Medicare Advantage plan",2017-10-25T22:00:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/u-of-virginia-health-system-aetna-launch-co-branded-medicare-advantage-plan
Anthem grows net income 21% in Q3,2017-10-25T13:56:07-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-grows-net-income-21-in-q3
Former HealthCare.gov exec: Cuts to ACA health plan advertising means 1.1M fewer enrollees,2017-10-25T03:20:09-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/former-healthcare-gov-exec-cuts-to-aca-health-plan-advertising-means-1-1m-fewer-enrollees
"Medicare Advantage startup, backed by former HHS leader, gets $62M in funding round",2017-10-25T03:17:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-startup-backed-by-former-hhs-leader-gets-62m-in-funding-round
CMS rejects Massachusetts' waiver application,2017-10-24T21:45:05-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-rejects-massachusetts-waiver-application
"Aetna to sell group life, disability business for $1.45B",2017-10-24T16:07:04-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aetna-to-sell-group-life-disability-business-for-1-45b
Centene revenue rises nearly 10%; profits beat analyst estimates,2017-10-24T16:03:14-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-revenue-rises-nearly-10-profits-beat-analyst-estimates
Rural Oklahoma hospital to go out-of-network with BCBS over proposed 30% reimbursement cut,2017-10-24T12:33:53-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/rural-oklahoma-hospital-to-go-out-of-network-with-bcbs-over-proposed-30-reimbursement-cut
"Leavitt Partners: Costs in individual market converging with group markets, but premiums lag",2017-10-24T12:29:10-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/leavitt-partners-costs-in-individual-market-converging-with-group-markets-but-premiums-lag
ACA enrollment change could lock members into plans with higher premiums,2017-10-24T12:24:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aca-enrollment-change-could-lock-members-into-plans-with-higher-premiums
"Iowa withdraws ACA waiver application, calls law 'unworkable'",2017-10-23T22:10:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/iowa-withdraws-aca-waiver-application-calls-law-unworkable
"69% of metro areas have 'significant' absence of health insurer competition, AMA finds",2017-10-23T15:04:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/69-of-metro-areas-have-significant-absence-of-health-insurer-competition-ama-finds
"UnitedHealth to add 500 jobs in Kansas, with 150 heading to OptumRx",2017-10-20T20:02:12-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-to-add-500-jobs-in-kansas-150-head-to-optumrx
CMS approves Oregon's 1332 waiver to bypass ACA's single risk pool rule,2017-10-20T19:50:52-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-approves-oregon-s-1332-waiver-to-bypass-aca-s-single-risk-pool-rule
IRS won't accept tax returns omitting healthcare requirements,2017-10-20T19:47:12-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/irs-won-t-accept-tax-returns-omitting-healthcare-requirements
America's Health Insurance Plans launches initiative to fight opioid misuse,2017-10-20T19:45:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/america-s-health-insurance-plans-launches-initiative-to-fight-opioid-misuse
"US uninsured rate grows to 12.3%, highest since 2014",2017-10-20T19:42:56-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/us-uninsured-rate-grows-to-12-3-highest-since-2014
Insurers' No. 1 worry right now: Consumer confusion,2017-10-20T15:04:14-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/insurers-no-1-worry-right-now-consumer-confusion
"Boulder Medical Center, Humana roll out value-based payment model",2017-10-19T22:04:37-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/boulder-medical-center-humana-roll-out-value-based-payment-model
"Anthem takes pharmacy business in-house, Molina plans 53 layoffs in Milwaukee & more — 7 payer key notes",2017-10-19T15:27:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-takes-pharmacy-business-in-house-molina-plans-53-layoffs-in-milwaukee-more-7-payer-key-notes
Molina to lay off 53 Milwaukee employees,2017-10-19T15:16:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/molina-to-lay-off-53-milwaukee-employees
Anthem launches in-house pharmacy business with CVS Health after Express Scripts fallout,2017-10-18T22:33:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-launches-in-house-pharmacy-business-with-cvs-health-after-express-scripts-fallout
Humana's foundation gets a new CEO: 3 things to know,2017-10-18T18:37:50-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-s-foundation-gets-a-new-ceo-3-things-to-know
Aetna's New York City HQ price tag: $85M,2017-10-18T14:49:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aetna-s-new-york-city-hq-price-tag-85m
CMS lets health plans refile premium rates following Trump subsidy cuts: 4 things to know,2017-10-18T13:23:08-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-lets-health-plans-refile-premium-rates-following-trump-subsidy-cuts-4-things-to-know
Four ways to boost ROI in your 2018 Medicare open enrollment marketing programs,2017-10-17T19:10:28-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/four-ways-to-boost-roi-in-your-2018-medicare-open-enrollment-marketing-programs
How cost-sharing reduction cuts will affect insurer finances in all 50 states: Avalere,2017-10-17T16:37:13-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-cost-sharing-reduction-cuts-will-affect-insurer-finances-in-all-50-states-avalere
"UnitedHealth reports 9% increase in Q3 revenues, offset by ACA exchange exit",2017-10-17T14:56:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-reports-9-increase-in-q3-revenues-offset-by-aca-exchange-exit
4 things to know about the health insurance industry,2017-10-16T21:43:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/4-things-to-know-about-the-national-health-insurance-industry
20 Medicare Advantage plans earning 5 stars from US News,2017-10-16T18:20:54-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/16-medicare-advantage-plans-earning-5-stars-from-us-news
US drops lawsuit against UnitedHealth over alleged billing scheme,2017-10-16T16:14:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/us-drops-lawsuit-against-unitedhealth-over-alleged-billing-scheme
UCare names Mark Traynor permanent CEO: 3 points,2017-10-13T21:24:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/ucare-names-mark-traynor-permanent-ceo-3-points
Anthem to build 21-story Atlanta tech hub,2017-10-13T19:23:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-to-build-21-story-atlanta-tech-hub
Anthem lowers premium hikes in California after state inquiry,2017-10-13T19:20:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-lowers-premium-hikes-in-california-after-state
"Mission Health CEO calls BCBS 'unethical, bullying foe' in internal email to senior leadership",2017-10-13T15:13:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/misson-health-ceo-calls-bcbs-unethical-bullying-foe-in-email-to-senior-leadership
University of Cincinnati Medical Center joins Anthem's Medicare network,2017-10-12T20:11:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/university-of-cincinnati-medical-center-joins-anthem-s-medicare-network
"Cleveland Clinic teams up with Anthem for Medicare plan, Molina gets new CEO & more — 9 payer key notes",2017-10-12T20:02:41-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cleveland-clinic-teams-up-with-anthem-for-medicare-plan-molina-gets-new-ceo-more-9-payer-key-notes
"Wisconsin insurer claimed $1.3M in unallowable Medicare costs, OIG finds",2017-10-12T19:45:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/wisconsin-insurer-claimed-1-3m-in-unallowable-medicare-costs-oig-finds
Cigna faces lawsuit alleging inflated home healthcare charges,2017-10-12T19:37:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-faces-lawsuit-alleging-inflated-home-healthcare-charges
WellCare of South Carolina rolls out app to Medicaid members,2017-10-11T21:57:47-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/wellcare-of-south-carolina-rolls-out-app-to-medicaid-members
Nearly all OSF HealthCare hospitals to leave BCBS network,2017-10-11T21:57:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/nearly-all-osf-healthcare-hospitals-to-leave-bcbs-network
The 23 Medicare plans receiving 5 stars from CMS,2017-10-11T21:28:07-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-23-medicare-plans-receiving-5-stars-from-cms
"Vanderbilt University Medical Center inks contract with Cigna, now covered under 2018 ACA exchange",2017-10-11T16:57:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/vanderbilt-university-medical-center-inks-contract-with-cigna-now-covered-under-2018-aca-exchange
"Cleveland Clinic enters third integrated payer partnership since June, this time with Anthem",2017-10-11T16:48:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cleveland-clinic-enters-third-integrated-payer-partnership-since-june-this-time-with-anthem
Molina's new CEO is former Aetna CFO Joseph Zubretsky: 4 things to know,2017-10-11T14:51:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/molina-s-new-ceo-is-former-aetna-cfo-joseph-zubretsky-4-things-to-know
21% of health plan members regularly use insurer's online portal,2017-10-10T21:13:16-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/21-of-health-plan-members-regularly-use-insurer-s-online-portal
Physicians call Anthem's new imaging reimbursement guidelines 'arbitrary and unwise': 5 takeaways,2017-10-10T20:59:08-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/physicians-call-anthem-s-new-imaging-reimbursement-guidelines-arbitrary-and-unwise-5-takeaways
BCBS of South Carolina subsidiary to lay off undisclosed number of employees,2017-10-10T16:14:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-of-south-carolina-subsidiary-to-lay-off-undisclosed-number-of-employees
"10 recent payer-provider contract disputes, resolutions",2017-10-10T16:00:13-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-recent-payer-provider-contract-disputes-resolutions
"Independence Blue Cross, Tower Health end contract dispute",2017-10-10T15:54:56-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/independence-blue-cross-tower-health-end-contract-dispute
4 recent payer executive moves,2017-10-10T15:51:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/4-recent-payer-executive-moves
43% of Americans purchasing individual insurance ineligible for subsidies to offset premium hikes,2017-10-10T13:15:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/43-of-americans-purchasing-individual-insurance-ineligible-for-subsidies-to-offset-premium-hikes
Humana adds 2 Iora Health practices to value-based network,2017-10-10T12:12:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-adds-2-iora-health-practices-to-value-based-network
Vanderbilt University Medical Center not in-network with any plans sold on ACA exchange,2017-10-09T20:07:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/vanderbilt-university-medical-center-not-in-network-with-any-plans-sold-on-aca-exchange
How open enrollment for individual coverage affects employer-based plans: Willis Towers Watson Q&A,2017-10-09T17:04:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-open-enrollment-for-individual-coverage-affects-employer-based-plans-willis-towers-watson-q-a
Hartford HealthCare sues Anthem over emergency services reimbursement arrangement,2017-10-09T16:54:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hartford-healthcare-sues-anthem-over-emergency-services-reimbursement-arrangement
Trump executive order looks to ease regulation on association health plans,2017-10-09T15:47:47-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/trump-executive-order-looks-to-ease-regulation-on-association-health-plans
Trump blocks Iowa's ACA waiver,2017-10-06T21:51:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/trump-blocks-iowa-s-aca-waiver
Humana signs value-based agreement with 248-member physician group,2017-10-05T17:45:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-signs-value-based-agreement-with-248-member-physician-group
"Hartford HealthCare, Anthem split; Independence Blue Cross offers 900 employees buyouts & more — 10 payer key notes",2017-10-05T17:41:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hartford-healthcare-anthem-split-independence-blue-cross-offers-900-employees-buyouts-more-10-payer-key-notes
"Detroit Medical Center, BCBS sign value-based reimbursement contract",2017-10-05T17:25:28-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/detroit-medical-center-bcbs-sign-value-based-reimbursement-contract
Cigna to no longer cover OxyContin,2017-10-05T17:22:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-to-no-longer-cover-oxycontin
"Former CMS officials, Molina Healthcare CEO to lead health insurance enrollment campaign",2017-10-05T17:18:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/former-cms-officials-molina-healthcare-ceo-to-lead-health-insurance-enrollment-campaign
"Mission Health, BCBS end contract: 5 things to know",2017-10-05T14:56:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mission-health-bcbs-end-contract-5-things-to-know
"Hartford HealthCare, Aetna reach in-network deal",2017-10-04T22:08:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hartford-healthcare-aetna-reach-in-network-deal
Augusta Health to terminate in-network contract with Anthem,2017-10-04T22:05:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/augusta-health-terminates-in-network-contract-with-anthem
"Sanford Health, HealthPartners team up for Medicare plans",2017-10-04T22:02:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/sanford-health-healthpartners-team-up-for-medicare-plans
Independence Blue Cross offers voluntary buyouts to 900 employees,2017-10-04T15:44:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/independence-blue-cross-offers-voluntary-buyouts-to-900-employees
"Highmark, AmeriHealth Caritas win bid to manage Delaware's Medicaid program",2017-10-03T22:36:21-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/highmark-amerihealth-caritas-win-bid-to-manage-delaware-s-medicaid-program
"4 key trends in the Medicare Advantage, Part D markets",2017-10-03T22:20:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/4-key-trends-in-the-medicare-advantage-part-d-markets
Blue Cross Blue Shield of Arizona's new CEO is Pam Kehaly: 4 notes,2017-10-03T19:42:53-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/blue-cross-blue-shield-of-arizona-s-new-ceo-is-pam-kehaly-4-notes
"Cleveland Clinic, Humana unveil 2 joint Medicare Advantage plans",2017-10-03T16:39:34-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cleveland-clinic-humana-unveil-2-joint-medicare-advantage-plans
Aetna offers reimbursement to members affected by inadvertent HIV status reveal,2017-10-03T16:32:56-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aetna-offers-reimbursement-to-members-affected-by-inadvertent-hiv-status-reveal
"10 payer-provider disputes, resolutions in September",2017-10-03T15:01:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-payer-provider-disputes-resolutions-in-september
Two-sided risk is coming — here's how healthcare providers can prepare,2017-10-02T22:49:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/two-sided-risk-is-coming-here-s-how-healthcare-providers-can-prepare
Need to reduce costs? Who doesn’t - healthcare payer organizations should look beyond traditional methods,2017-10-02T21:00:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/need-to-reduce-costs-who-doesn-t-healthcare-payer-organizations-should-look-beyond-traditional-methods
"Hartford HealthCare, Anthem break leaves tens of thousands out-of-network",2017-10-02T19:29:21-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hartford-healthcare-anthem-break-leaves-tens-of-thousands-out-of-network
Anthem executive named president of Optima Health,2017-10-02T19:24:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-executive-named-ceo-of-optima-health
Andy Slavitt: 'Trump is purposely raising people's premiums',2017-10-02T19:20:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/andy-slavitt-trump-is-purposely-raising-people-s-premiums
Trump administration misses deadline to approve Oklahoma's ACA waiver,2017-10-02T19:11:32-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/trump-administration-misses-deadline-to-approve-oklahoma-s-aca-waiver
Poll: 28% of medical groups don't know portion of commercial contracts tied to Medicare Part B payments,2017-10-02T18:53:21-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/poll-28-of-medical-groups-don-t-know-portion-of-commercial-contracts-tied-to-medicare-part-b-payments
Congress fails to renew funding for CHIP,2017-10-02T16:56:33-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/congress-fails-to-renew-funding-for-chip
5 CHS hospitals lose in-network status from Independence Blue Cross in Tower Health deal,2017-10-02T15:10:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-chs-hospitals-lose-in-network-status-from-independence-blue-cross-in-tower-health-deal
Anthem to pull out of Maine's ACA marketplace,2017-10-02T01:37:58-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-to-pull-out-of-maine-s-aca-marketplace
Hurricane victims now have special enrollment periods: 8 things to know,2017-09-29T16:41:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hurricane-victims-now-have-special-enrollment-periods-8-things-to-know
"Humana to roll out voluntary retirement program, Hendrick Health System, BCBS reach contract impasse & more — 8 payer highlights",2017-09-28T18:46:05-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-to-roll-out-voluntary-retirement-program-hendrick-health-system-bcbs-reach-contract-impasse-more-8-payer-highlights
17 health plans ranked by consumer experience,2017-09-28T18:39:15-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/17-health-plans-ranked-by-consumer-experience
Trump: Executive order allowing insurers to sell coverage across state lines on its way,2017-09-28T18:35:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/trump-executive-order-allowing-insurers-to-sell-coverage-across-state-lines-on-its-way
"Berkeley professors: Corporations should leave insurers out, contract directly with hospitals",2017-09-27T18:23:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/berkeley-professors-corporations-should-leave-insurers-out-contract-directly-with-hospitals
Anthem Blue Cross and Blue Shield in Kentucky appoints president,2017-09-27T18:04:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-blue-cross-and-blue-shield-in-kentucky-appoints-president
Deadline for insurers to decide ACA exchange footprint is today: 4 quick facts,2017-09-27T14:45:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/deadline-for-insurers-to-decide-aca-exchange-footprint-is-today-4-quick-facts
BCBS of Minnesota to reduce mental health providers' reimbursement by about 18%,2017-09-26T21:29:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-of-minnesota-to-reduce-mental-health-providers-reimbursement-by-about-18
"Payers trust health systems more than health systems trust insurers, survey finds",2017-09-26T21:27:24-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payers-trust-health-systems-more-than-health-systems-trust-insurers-survey-finds
Humana to offer older employees early retirement,2017-09-26T15:14:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-to-offer-older-employees-early-retirement
Critics argue Anthem's new outpatient imaging policy is at odds with promoting quality,2017-09-26T15:12:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/critics-argue-anthem-s-new-outpatient-imaging-policy-is-at-odds-with-promoting-quality
Survey: Most patients' insurance premium price ceiling is $100 per month,2017-09-25T22:49:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/survey-most-patients-insurance-premium-price-ceiling-is-100-per-month
CareFirst CEO to retire next year: 3 things to know,2017-09-25T22:15:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/carefirst-ceo-to-retire-next-year-3-things-to-know
Anthem seeks double-digit premium increase in California due to 30% hike in drug costs,2017-09-25T22:04:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-seeks-double-digit-premium-increase-in-california-due-to-30-hike-in-drug-costs
Health insurer stock report: Week of Sept. 18-22,2017-09-25T22:01:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/health-insurer-stock-report-week-of-sept-18-22
ACA signup site will be down almost all Sunday mornings during open enrollment,2017-09-25T16:30:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aca-signup-site-will-be-down-almost-all-sunday-mornings-during-open-enrollment
"Hendrick Health System, BCBS in contract spat",2017-09-22T21:01:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hendrick-health-system-bcbs-in-contract-dispute
"UnitedHealth, AARP team up with USC, Lyft to get low-income seniors to medical appointments",2017-09-22T20:50:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-awards-1m-grant-to-usc-lyft-to-get-low-income-seniors-to-medical-appointments
"Anthem to acquire Florida Medicare Advantage plan, Aetna links up with Vanderbilt Health for ACO product & more — 15 payer key notes",2017-09-21T16:40:54-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-to-acquire-florida-medicare-advantage-plan-aetna-links-up-with-vanderbilt-health-for-aco-product-more-15-payer-key-notes
Cook County Health to add 160k members to Medicaid managed care plan,2017-09-21T11:27:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cook-county-health-to-add-160k-members-to-medicaid-managed-care-plan
Humana seeks 50 employees to staff government Tricare operations,2017-09-20T22:22:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-seeks-50-employees-to-staff-government-tricare-operations
Deadline for insurers to submit premium requests for ACA exchange plans is today: 3 things to know,2017-09-20T22:02:04-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/deadline-for-insurers-to-submit-premium-requests-for-aca-exchange-plans-is-today-3-things-to-know
Anthem to gain 40k Medicare Advantage members in HealthSun acquisition,2017-09-20T21:59:37-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-to-gain-40k-medicare-advantage-members-in-healthsun-acquisition
"BCBSA, America's Health Insurance Plans contest Graham-Cassidy bill: 3 notes",2017-09-20T20:55:28-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbsa-america-s-health-insurance-plans-contest-graham-cassidy-bill-3-notes
